ID,乡镇级,Rural
8426,芭蕉侗族乡,0
8427,北塔镇,1
8428,北城街道办事处,1
8429,西宁镇,1
8430,枫顺乡,0
8431,宾州镇,1
8432,棣棠乡,0
8433,羊草镇,1
8434,保岱镇,1
8435,昌果乡,0
8436,古郊乡,0
8437,魁斗镇,1
8438,复原乡,0
8439,平昌镇,1
8440,角尾乡,0
8441,散都苏木,0
8442,汪集街道办事处,1
8443,白兴吐苏木乡,0
8444,白马镇,1
8445,拉拉河镇,1
8446,潞王坟乡,0
8447,夏镇,1
8448,鹅峰乡,0
8449,兴林镇,1
8450,固堤街道,1
8451,巴彦温都尔苏木,0
8452,万全镇,1
8453,搜登站镇,1
8454,老君山镇,1
8455,兴国镇,1
8456,佳木镇,1
8457,双江口镇,1
8458,范岗乡,0
8459,当顺乡,0
8460,通北镇,1
8461,盖德镇,1
8462,玉皇庙乡,0
8463,孤山镇,1
8464,西峰山乡,0
8465,昭平镇,1
8466,赤东镇,1
8467,断杉镇,1
8468,寺门村镇,1
8469,五里乡,0
8470,吉仁高勒镇,1
8471,东风乡,0
8472,青凉寺乡,0
8473,三道沟满族乡,0
8474,龙庄湾乡,0
8475,老厂乡,0
8476,沈家台镇,1
8477,永定镇,1
8478,小雪街道办事处,1
8479,裕溪乡,0
8480,松峰山镇,1
8481,柳林乡,0
8482,龙颈镇,1
8483,胥坝乡,0
8484,梅村镇,1
8485,坦途镇,1
8486,余川镇,1
8487,巨口铺镇,1
8488,黄口镇,1
8489,管家务回族乡,0
8490,付店镇,1
8491,天玉镇,1
8492,大庄镇,1
8493,永隆乡,0
8494,西万镇,1
8495,夕阳彝族乡,0
8496,修溪镇,1
8497,王集镇,1
8498,永泰镇,1
8499,安广镇,1
8500,康山乡,0
8501,查干郭勒乡,0
8502,南川东路街道办事处,1
8503,冷水镇,1
8504,西龙镇,1
8505,黑里河镇,1
8506,文星镇,1
8507,新甲乡,0
8508,城厢镇,1
8509,成均镇,1
8510,荷叶乡,0
8511,江上乡,0
8512,千官镇,1
8513,郑陆镇,1
8514,铁场镇,1
8515,莲塘镇,1
8516,枣园乡,0
8517,庆安镇,1
8518,向家坝镇,1
8519,郭河乡,0
8520,英将乡,0
8521,隆家堡乡,0
8522,界头镇,1
8523,崔家庄乡,0
8524,萨依巴格乡,0
8525,廿里铺镇,1
8526,花石镇,1
8527,陂头镇,1
8528,边坝镇,1
8529,陈区镇,1
8530,龙湾乡,0
8531,桃园镇,1
8532,苍岩山镇,1
8533,共兴镇,1
8534,张坂镇,1
8535,四街镇,1
8536,曲峪镇,1
8537,广阳镇,1
8538,吐古买提乡,0
8539,龙树镇,1
8540,桃红坡镇,1
8541,南吕固乡,0
8542,鲍官屯镇,1
8543,小松镇,1
8544,潋江镇,1
8545,程楼乡,0
8546,大板镇,1
8547,八塘镇,1
8548,坦洪乡,0
8549,罗汉街道办事处,1
8550,小王庄镇,1
8551,沈巷镇,1
8552,茅家岭街道,1
8553,古劳镇,1
8554,光德镇,1
8555,郭连镇,1
8556,河口镇,1
8557,尚嵇镇,1
8558,明月镇,1
8559,岳家镇,1
8560,青水镇,1
8561,荒地镇,1
8562,钟山镇,1
8563,屏门乡,0
8564,平孟镇,1
8565,张庄街道,1
8566,中堡镇,1
8567,吴家店镇,1
8568,官地镇,1
8569,罗免镇,1
8570,那蒙镇,1
8571,邹庄镇,1
8572,新兴乡,0
8573,刘庄镇,1
8574,雨水乡,0
8575,高龙镇,1
8576,龙头镇,1
8577,大麻镇,1
8578,中营镇,1
8579,茶元头街道,1
8580,桑落墅镇,1
8581,雁洋镇,1
8582,濮阳县清河头乡,0
8583,碣石镇,1
8584,羊场苗族彝族乡,0
8585,山塘镇,1
8586,九坝镇,1
8587,沙拉镇,1
8588,长江新城街道办事处,1
8589,淀山湖镇,1
8590,龙湖街道办事处,1
8591,依力克其乡,0
8592,蒲场镇,1
8593,汪棚镇,1
8594,塔里木乡,0
8595,军店镇,1
8596,金盆苗族彝族乡,0
8597,沙溪乡,0
8598,董官屯镇,1
8599,托木吾斯塘镇,1
8600,乐英乡,0
8601,矶滩乡,0
8602,隆盛镇,1
8603,茶盘洲镇,1
8604,太安乡,0
8605,种田乡,0
8606,西秀镇,1
8607,社梁乡,0
8608,江屯镇,1
8609,水吼镇,1
8610,同心乡,0
8611,饶埠镇,1
8612,勐班乡,0
8613,清江镇,1
8614,蒿林乡,0
8615,桃渚镇,1
8616,江西镇,1
8617,高湾镇,1
8618,库局乡,0
8619,新市坝镇,1
8620,燕门乡,0
8621,白米镇,1
8622,乌溪镇,1
8623,辛丰镇,1
8624,诸市镇,1
8625,南东坊镇,1
8626,米坪乡,0
8627,牛场苗族彝族乡,0
8628,堠北庄镇,1
8629,龙井乡,0
8630,下廿里铺镇,1
8631,鸳溪镇,1
8632,东馆镇,1
8633,别古庄镇,1
8634,店门镇,1
8635,回龙镇,1
8636,象湖镇,1
8637,东黄坨镇,1
8638,突泉镇,1
8639,普益乡,0
8640,龙额镇,1
8641,港尾镇,1
8642,屏山镇,1
8643,天荒坪镇,1
8644,洪德镇,1
8645,汾河街道办事处,1
8646,吴店镇,1
8647,桃源乡,0
8648,芭蕉乡,0
8649,玉皇庙镇,1
8650,大王镇,1
8651,彭桥镇,1
8652,兔街镇,1
8653,阳川镇,1
8654,赵集镇,1
8655,布隆吉乡,0
8656,石滩镇,1
8657,头林镇,1
8658,桑固乡,0
8659,傅坊乡,0
8660,卓洋乡,0
8661,张西河乡,0
8662,祝阿镇,1
8663,升坊镇,1
8664,田镇街道办事处,1
8665,占山乡,0
8666,青龙镇,1
8667,灵芝街道,1
8668,岳宋乡,0
8669,嘉乐镇,1
8670,六道河镇,1
8671,新街彝族苗族布依族乡,0
8672,千岛湖镇,1
8673,儒林镇,1
8674,马池口地区办事处,1
8675,硕龙镇,1
8676,汇溪镇,1
8677,武山镇,1
8678,芙蓉墩镇,1
8679,东大滩乡,0
8680,将军路街道,1
8681,修仁镇,1
8682,华石镇,1
8683,谷里镇,1
8684,顺宁镇,1
8685,黄崖洞镇,1
8686,章台镇,1
8687,柳湖镇,1
8688,刘营镇,1
8689,上饶镇,1
8690,顺龙乡,0
8691,乌日根塔拉镇,1
8692,水坪镇,1
8693,寨河镇,1
8694,白沙镇,1
8695,苏澳镇,1
8696,红果子镇,1
8697,天静宫街道办事处,1
8698,古路镇,1
8699,会盟镇,1
8700,通泉乡,0
8701,垮沙乡,0
8702,黄花滩镇,1
8703,横车镇,1
8704,三河湖镇,1
8705,富河镇,1
8706,横江镇,1
8707,文港镇,1
8708,杨家坳苗族土家族乡,0
8709,安家庄乡,0
8710,大桥镇,1
8711,丹州街道办事处,1
8712,白河镇,1
8713,河姆渡镇,1
8714,茅桥镇,1
8715,冯家口镇,1
8716,上英镇,1
8717,江洛镇,1
8718,石门乡,0
8719,长青乡,0
8720,玄武镇,1
8721,关子镇,1
8722,庙坝镇,1
8723,台烈镇,1
8724,丹堡镇,1
8725,王英镇,1
8726,贝岭镇,1
8727,三合街道办事处,1
8728,合水镇,1
8729,洛阳镇,1
8730,富林镇,1
8731,壬庄乡,0
8732,同沟寺镇,1
8733,大西岔镇,1
8734,大石人镇,1
8735,临岐镇,1
8736,学庄乡,0
8737,大岗镇,1
8738,胜利乡,0
8739,洒坪镇,1
8740,大湖街道办事处,1
8741,娄杖子镇,1
8742,三班镇,1
8743,芦庙镇,1
8744,付家堰乡,0
8745,鹿城镇,1
8746,哈多河镇,1
8747,觉恩乡,0
8748,多颇章乡,0
8749,陈庄镇,1
8750,勐宋乡,0
8751,西高山镇,1
8752,康驿镇,1
8753,阿木乡,0
8754,水头镇,1
8755,旦马乡,0
8756,灵桥镇,1
8757,东岭乡,0
8758,三山镇,1
8759,高峰镇,1
8760,番阳镇,1
8761,孤山镇,1
8762,杏园乡,0
8763,白山乡,0
8764,中安镇,1
8765,新庙镇,1
8766,庆隆镇,1
8767,南庄镇,1
8768,中仓乡,0
8769,摆所镇,1
8770,八面城镇,1
8771,生江镇,1
8772,石岭镇,1
8773,马河镇,1
8774,新圩镇,1
8775,马泉乡,0
8776,小张各庄镇,1
8777,江南街道办事处,1
8778,马昌营镇,1
8779,凤尾镇,1
8780,德凤街道办事处,1
8781,石牌镇,1
8782,罕南力克镇,1
8783,澥浦镇,1
8784,天和镇,1
8785,小河镇,1
8786,大新镇,1
8787,临溪乡,0
8788,九龙街道,1
8789,德顺乡,0
8790,翁田镇,1
8791,罗家乡,0
8792,峰迭镇,1
8793,大仁庄乡,0
8794,安福寺镇,1
8795,东小村镇,1
8796,塔什库尔干乡,0
8797,西湾子镇,1
8798,谢河镇,1
8799,南木镇,1
8800,侧岭乡,0
8801,岔河集乡,0
8802,库如奇乡,0
8803,蒋坊乡,0
8804,汪村镇,1
8805,龙场镇,1
8806,双石镇,1
8807,王桥镇,1
8808,龙口镇,1
8809,清江乡,0
8810,马拖乡,0
8811,鞍子镇,1
8812,洛碛镇,1
8813,埭溪镇,1
8814,四合镇,1
8815,三门镇,1
8816,苏店镇,1
8817,含谷镇,1
8818,拖布卡镇,1
8819,二郎口镇,1
8820,赵家沟乡,0
8821,曲界镇,1
8822,七里坪镇,1
8823,长潭镇,1
8824,麦洼乡,0
8825,丰阳镇,1
8826,云溪镇,1
8827,岗嘎镇,1
8828,东胜乡,0
8829,商州镇,1
8830,朝里瑶族乡,0
8831,石莱镇,1
8832,顺河镇,1
8833,双泉镇,1
8834,皇桐镇,1
8835,经楼镇,1
8836,三阳乡,0
8837,花桥镇,1
8838,李家店乡,0
8839,老城镇,1
8840,涡南镇,1
8841,王打卦镇,1
8842,黄楼镇,1
8843,华城镇,1
8844,耿庄镇,1
8845,九洪乡,0
8846,金村镇,1
8847,涝坡镇,1
8848,林川乡,0
8849,大成镇,1
8850,虎林镇,1
8851,普兴镇,1
8852,华山镇,1
8853,麦格苗族布依族乡,0
8854,韩垓镇,1
8855,高阳镇,1
8856,齐镇,1
8857,沂涛镇,1
8858,胡陈乡,0
8859,三七市镇,1
8860,许家桥回族维吾尔族乡,0
8861,雷公镇,1
8862,更庆镇,1
8863,喀拉布拉镇,1
8864,马厂镇,1
8865,昙华乡,0
8866,文昌镇,1
8867,阿克苏普乡,0
8868,三汇口乡,0
8869,庙后镇,1
8870,大二号回族乡,0
8871,阳高乡,0
8872,苏陈镇,1
8873,虎山镇,1
8874,陈家港镇,1
8875,冯坡镇,1
8876,明安镇,1
8877,常张乡,0
8878,应村乡,0
8879,蔡堂镇,1
8880,桑荣乡,0
8881,孟集镇,1
8882,羊木镇,1
8883,向坝乡,0
8884,团结镇,1
8885,东山镇,1
8886,汉王镇,1
8887,麦日乡,0
8888,众埠镇,1
8889,世业镇,1
8890,平固店镇,1
8891,大渔镇,1
8892,坝仔镇,1
8893,张村驿镇,1
8894,周庄镇,1
8895,曰者镇,1
8896,西岸镇,1
8897,安乐河镇,1
8898,恒源街道办事处,1
8899,店子乡,0
8900,辛集乡,0
8901,苏龙口镇,1
8902,马营镇,1
8903,新阳街道办事处,1
8904,中房镇,1
8905,界坑乡,0
8906,中册镇,1
8907,恰则乡,0
8908,大红沟镇,1
8909,平安镇,1
8910,荞窝镇,1
8911,大池镇,1
8912,良田镇,1
8913,王店镇,1
8914,马鞍镇,1
8915,打鼓坪乡,0
8916,雁江镇,1
8917,乌家镇,1
8918,油溪镇,1
8919,刘集乡,0
8920,第三铺乡,0
8921,富昌乡,0
8922,宁墩镇,1
8923,云台山镇,1
8924,羊角塘镇,1
8925,萩芦镇,1
8926,高燕镇,1
8927,御道口镇,1
8928,洪庆街道办事处,1
8929,竹笮乡,0
8930,沙溪镇,1
8931,王家楼回族乡,0
8932,下李乡,0
8933,裘村镇,1
8934,大安镇,1
8935,石羊塘镇,1
8936,蓉江街道办事处,1
8937,乐义乡,0
8938,呼玛镇,1
8939,文坊镇,1
8940,柏隆镇,1
8941,新圩镇,1
8942,澴潭镇,1
8943,杨溪乡,0
8944,巴青乡,0
8945,大街乡,0
8946,什字镇,1
8947,唐先镇,1
8948,来多乡,0
8949,汤家汇镇,1
8950,野洞河镇,1
8951,长乐坪镇,1
8952,什运乡,0
8953,龙泉镇,1
8954,姚村镇,1
8955,铜城街道办事处,1
8956,张山营镇,1
8957,凤凰山街道办事处,1
8958,东坝乡,0
8959,金盆街道办事处,1
8960,金刀峡镇,1
8961,燕山乡,0
8962,细坳镇,1
8963,仿山镇,1
8964,康店镇,1
8965,赵保镇,1
8966,小四平镇,1
8967,黄龙镇,1
8968,草尾镇,1
8969,新村镇,1
8970,刘川镇,1
8971,耿庄桥镇,1
8972,红丰镇,1
8973,潞城镇,1
8974,高云山乡,0
8975,锅圈岩苗族彝族乡,0
8976,且莫乡,0
8977,梧桐乡,0
8978,托尔塔依农场,0
8979,达依乡,0
8980,桑壁镇,1
8981,玉和苗族乡,0
8982,羊册镇,1
8983,龟山镇,1
8984,菱塘回族乡,0
8985,赛罕乌力吉苏木,0
8986,马街乡,0
8987,茨榆坨镇,1
8988,曲屯镇,1
8989,派镇,1
8990,新沟镇,1
8991,思练镇,1
8992,白湖镇,1
8993,黄河口镇,1
8994,天龙镇,1
8995,长台镇,1
8996,和平乡,0
8997,水泉镇,1
8998,旧庙镇,1
8999,曹庄镇,1
9000,梁化镇,1
9001,筻口镇,1
9002,丰产乡,0
9003,三泉镇,1
9004,西卜沙乡,0
9005,杉城镇,1
9006,桂园街道办事处,1
9007,李庙镇,1
9008,恭城镇,1
9009,冯庙镇,1
9010,勐撒镇,1
9011,水南镇,1
9012,隆化镇,1
9013,白云乡,0
9014,芝阳镇,1
9015,趾凤乡,0
9016,园洲镇,1
9017,鸡街镇,1
9018,七农场,0
9019,黄村地区办事处,1
9020,辛安镇,1
9021,二工镇,1
9022,神头街道办事处,1
9023,奓山街道办事处,1
9024,福利镇,1
9025,岣嵝乡,0
9026,界集镇,1
9027,永治街道办事处,1
9028,洛社镇,1
9029,梯门镇,1
9030,达尔罕苏木乡,0
9031,苴力镇,1
9032,椰林镇,1
9033,张港镇,1
9034,佑君镇,1
9035,刘河镇,1
9036,大杨树镇,1
9037,郎木寺镇,1
9038,周窝镇,1
9039,翟庄办事处,1
9040,老庙镇,1
9041,张家场乡,0
9042,余东镇,1
9043,马坊街道办事处,1
9044,北张庄镇,1
9045,巨各庄镇,1
9046,故仙乡,0
9047,杨家镇,1
9048,勐桥乡,0
9049,甘城乡,0
9050,火连畈茶场,0
9051,青城镇,1
9052,中村瑶族乡,0
9053,洚河流镇,1
9054,金竹山镇,1
9055,伦布雪乡,0
9056,马杜桥乡,0
9057,辛桥镇,1
9058,望溪镇,1
9059,画桥镇,1
9060,华兴镇,1
9061,建中镇,1
9062,宝石乡,0
9063,东张乡,0
9064,中庄镇,1
9065,饶洋镇,1
9066,振江镇,1
9067,石子乡,0
9068,围底镇,1
9069,大屯镇,1
9070,城关镇,1
9071,北正乡,0
9072,汤峪镇,1
9073,沙河回族乡,0
9074,雷家店镇,1
9075,雍川镇,1
9076,承坪乡,0
9077,苍土乡,0
9078,罗阳镇,1
9079,潮泉镇,1
9080,付营子镇,1
9081,藤州镇,1
9082,珊瑚镇,1
9083,定方水乡,0
9084,大河镇,1
9085,李口镇,1
9086,贤儒镇,1
9087,大关镇,1
9088,径南镇,1
9089,中峪乡,0
9090,垭口街道办事处,1
9091,赛汉塔拉镇,1
9092,东城镇,1
9093,雉街彝族苗族乡,0
9094,塘且乡,0
9095,寨英镇,1
9096,定远镇,1
9097,龙冈畲族乡,0
9098,元龙镇,1
9099,新店镇,1
9100,炭步镇,1
9101,太乙宫街道办事处,1
9102,双塘镇,1
9103,薛家洼乡,0
9104,库尔勒市托布力其乡,0
9105,川山坪镇,1
9106,曹村镇,1
9107,会元乡,0
9108,夏履镇,1
9109,新碧街道办事处,1
9110,普田回族乡,0
9111,满坪镇,1
9112,水边镇,1
9113,邵庄乡,0
9114,白狐沟街道办事处,1
9115,边阳镇,1
9116,光武办事处,1
9117,邱集乡,0
9118,武关驿镇,1
9119,来仪乡,0
9120,石家田乡,0
9121,纸坊镇,1
9122,赵川镇,1
9123,双店镇,1
9124,胡寨镇,1
9125,远襄镇,1
9126,茨巫乡,0
9127,万宝镇,1
9128,寺坪镇,1
9129,窑沟乡,0
9130,杨桥镇,1
9131,阴平镇,1
9132,万古镇,1
9133,城北乡,0
9134,富禄苗族乡,0
9135,龙川镇,1
9136,青松岭乡,0
9137,老君镇,1
9138,昌荣镇,1
9139,隆江镇,1
9140,泉口镇,1
9141,皤滩乡,0
9142,蚕庄镇,1
9143,鸣玉镇,1
9144,周矶办事处,1
9145,达居乡,0
9146,新桥镇,1
9147,石桥镇,1
9148,仙都街道办事处,1
9149,萨尔布拉克镇,1
9150,黄龙镇,1
9151,舟坝镇,1
9152,袁家镇,1
9153,阿日希乡,0
9154,双东镇,1
9155,核桃园镇,1
9156,茅坪镇,1
9157,和村镇,1
9158,甲玛乡,0
9159,许家坝镇,1
9160,李家堡镇,1
9161,银窝沟乡,0
9162,培石乡,0
9163,万宝镇,1
9164,金鱼镇,1
9165,流水镇,1
9166,美甘乡,0
9167,韭园镇,1
9168,东汝乡,0
9169,成佳镇,1
9170,石滩乡,0
9171,石壕镇,1
9172,东镇镇,1
9173,诗洞镇,1
9174,哈拉布拉克乡,0
9175,河西堡镇,1
9176,塔桥镇,1
9177,油溪镇,1
9178,崔家坝镇,1
9179,上郑乡,0
9180,白云乡,0
9181,米峪镇乡,0
9182,西湖镇,1
9183,章化镇,1
9184,河口瑶族乡,0
9185,昌德镇,1
9186,春美乡,0
9187,大坝场镇,1
9188,黄龙溪镇,1
9189,王店乡,0
9190,加尤镇,1
9191,江益镇,1
9192,文井镇,1
9193,雪山镇,1
9194,金沙镇,1
9195,新塘镇,1
9196,堪嘉镇,1
9197,石笕乡,0
9198,葛渔城镇,1
9199,观上镇,1
9200,阿木去乎镇,1
9201,城郊乡,0
9202,漫水乡,0
9203,黄甸镇,1
9204,峰阳镇,1
9205,罗子山瑶族乡,0
9206,孟塬乡,0
9207,野云沟乡,0
9208,新桥镇,1
9209,茴村镇,1
9210,蒲山镇,1
9211,塔温觉肯乡,0
9212,石佛店镇,1
9213,南塘镇,1
9214,匡堰镇,1
9215,谭家寨乡,0
9216,奥家湾乡,0
9217,大庙乡,0
9218,田湖镇,1
9219,五龙壮族乡,0
9220,六里坪镇,1
9221,杨家寺乡,0
9222,五道河乡,0
9223,桥盟街道办事处,1
9224,青石镇,1
9225,兰河乡,0
9226,扬武镇,1
9227,走马镇,1
9228,町店镇,1
9229,联合乡,0
9230,纳章镇,1
9231,马庄镇,1
9232,石子镇,1
9233,新发朝鲜民族乡,0
9234,李渡镇,1
9235,凤仪乡,0
9236,锁阳城镇,1
9237,金凤镇,1
9238,宝龙山镇,1
9239,北陀镇,1
9240,季店乡,0
9241,凉泉乡,0
9242,香营乡,0
9243,瓦屋山镇,1
9244,官亭镇,1
9245,盘河镇,1
9246,达来诺日镇,1
9247,杜家村镇,1
9248,阳明镇,1
9249,新桐乡,0
9250,大溪镇,1
9251,凤凰城镇,1
9252,学田乡,0
9253,涂岭镇,1
9254,新开岭乡,0
9255,章水镇,1
9256,两宜镇,1
9257,五段镇,1
9258,尼木乡,0
9259,昂思多镇,1
9260,月牙泉镇,1
9261,秀全街道办事处,1
9262,木头营子乡,0
9263,太公镇,1
9264,拓石镇,1
9265,官厅镇,1
9266,莽山瑶族乡,0
9267,八桥镇,1
9268,清水铺镇,1
9269,宅北乡,0
9270,沙溪乡,0
9271,徐大堡镇,1
9272,南湾乡,0
9273,白牛镇,1
9274,会埠镇,1
9275,燕子沟镇,1
9276,一渡镇,1
9277,康丰乡,0
9278,观水镇,1
9279,杨田镇,1
9280,兴隆镇,1
9281,邸村镇,1
9282,河西镇,1
9283,江西街乡,0
9284,让河乡,0
9285,双庙乡,0
9286,安庄镇,1
9287,淇滩镇,1
9288,大观镇,1
9289,城镇,1
9290,宜路镇,1
9291,下团堡乡,0
9292,英豪镇,1
9293,大桥镇,1
9294,新安镇,1
9295,内良乡,0
9296,斗姆湖街道,1
9297,北甸子乡,0
9298,长滩镇,1
9299,高店乡,0
9300,车道镇,1
9301,双龙镇,1
9302,石仔岭街道,1
9303,托溪乡,0
9304,白马桥乡,0
9305,瓦房彝族苗族乡,0
9306,沧浪街道,1
9307,宁远街道办事处,1
9308,白坡彝族乡,0
9309,大山镇,1
9310,天城镇,1
9311,王坪乡,0
9312,花街镇,1
9313,长岐镇,1
9314,暗流镇,1
9315,建国街道办事处,1
9316,大路铺镇,1
9317,拉仁镇,1
9318,临江乡,0
9319,白水镇,1
9320,潭牛镇,1
9321,宛田瑶族乡,0
9322,柴胡店镇,1
9323,韩张镇,1
9324,顿岗乡,0
9325,新池镇,1
9326,竹沟镇,1
9327,老城镇,1
9328,田镇街道办事处,1
9329,曲江镇,1
9330,西段乡,0
9331,大佛寺街道办事处,1
9332,林卡乡,0
9333,蒙江乡,0
9334,黑支果乡,0
9335,石鼓镇,1
9336,二郎镇,1
9337,清水镇,1
9338,大孤山镇,1
9339,闫村镇,1
9340,焦庙镇,1
9341,扎拉乡,0
9342,平潭镇,1
9343,燕河营镇,1
9344,坞根镇,1
9345,建新镇,1
9346,锁龙乡,0
9347,大浦镇,1
9348,阜龙乡,0
9349,富驿镇,1
9350,牛首镇,1
9351,胡家街道,1
9352,象珠镇,1
9353,额尔登布拉格苏木,0
9354,河庄坪镇,1
9355,往流镇,1
9356,营镇回族乡,0
9357,城西乡,0
9358,驼峰乡,0
9359,敖阳街道,1
9360,射阳湖镇,1
9361,田庄镇,1
9362,龙岗镇,1
9363,明月店镇,1
9364,水田坝镇,1
9365,五里街道办事处,1
9366,水田坝乡,0
9367,赵庙镇,1
9368,江北街道办事处,1
9369,大渡口镇,1
9370,两岔乡,0
9371,盘谷乡,0
9372,彭婆镇,1
9373,柳荫镇,1
9374,无梁殿镇,1
9375,杨崖集镇,1
9376,金石镇,1
9377,进远乡,0
9378,苏典傈僳族乡,0
9379,明伦镇,1
9380,马井镇,1
9381,长智镇,1
9382,金厢镇,1
9383,紫霄镇,1
9384,太平乡,0
9385,王磨镇,1
9386,武灵镇,1
9387,嘎达布其镇,1
9388,赵庙镇,1
9389,东风镇,1
9390,张家塬乡,0
9391,喀拉托海镇,1
9392,石牛寨镇,1
9393,柯洛洞乡,0
9394,麻塘山乡,0
9395,巴拉奇如德苏木,0
9396,南洞庭芦苇场,0
9397,大路镇,1
9398,八宝镇,1
9399,浒湾镇,1
9400,玉岗镇,1
9401,潭埠镇,1
9402,江桥蒙古族镇,1
9403,靖石乡,0
9404,南孟镇,1
9405,万隆乡,0
9406,龙亭镇,1
9407,桥头乡,0
9408,巴雅尔图胡硕镇,1
9409,平房镇,1
9410,邳城镇,1
9411,俄支乡,0
9412,九溪镇,1
9413,双河乡,0
9414,斯觉镇,1
9415,里心镇,1
9416,徐园子乡,0
9417,江宁镇,1
9418,兴隆镇,1
9419,延寿镇,1
9420,水定镇,1
9421,卡场镇,1
9422,东官庄镇,1
9423,孟家庄镇,1
9424,北四家乡,0
9425,酒房乡,0
9426,麻孜乡,0
9427,朱坊乡,0
9428,马集镇,1
9429,大布苏镇,1
9430,蒲家镇,1
9431,张林镇,1
9432,清溪镇,1
9433,河南乡,0
9434,银江镇,1
9435,吕洞山镇,1
9436,达木斯乡,0
9437,摆渡镇,1
9438,佛昙镇,1
9439,梨溪口乡,0
9440,贺兰山西路街道办事处,1
9441,柏林沟镇,1
9442,大罗密镇,1
9443,堵格镇,1
9444,杨寨镇,1
9445,源潭镇,1
9446,毛沟镇,1
9447,嘉泽镇,1
9448,东坪镇,1
9449,阳城乡,0
9450,水营街道办事处,1
9451,金江镇,1
9452,江南街道,1
9453,南雁镇,1
9454,胡吉尔台乡,0
9455,美原镇,1
9456,邓家乡,0
9457,色柯镇,1
9458,高村镇,1
9459,红星乡,0
9460,黄坳乡,0
9461,雩田镇,1
9462,株潭镇,1
9463,响水镇,1
9464,乌石镇,1
9465,绕金乡,0
9466,王庄镇,1
9467,刘畈乡,0
9468,辛兴镇,1
9469,松柏镇,1
9470,横道镇,1
9471,溪口镇,1
9472,景凤乡,0
9473,李熙桥镇,1
9474,寨里河镇,1
9475,葛根庙镇,1
9476,克长乡,0
9477,九龙镇,1
9478,白沙镇,1
9479,怀仁镇,1
9480,西小召镇,1
9481,太姥山镇,1
9482,长山镇,1
9483,分水亭镇,1
9484,新福镇,1
9485,大八镇,1
9486,申扎镇,1
9487,分水镇,1
9488,马场镇,1
9489,王明口镇,1
9490,龙吟镇,1
9491,走马乡,0
9492,敖包苏木,0
9493,红坪镇,1
9494,提孜那甫乡,0
9495,依安镇,1
9496,乃仁克尔乡,0
9497,开平镇,1
9498,靖海镇,1
9499,大林子镇,1
9500,永源镇,1
9501,旺隆镇,1
9502,木凉镇,1
9503,莲花镇,1
9504,泥窝潭乡,0
9505,白沙镇,1
9506,哭泉镇,1
