FID,省级,市级,市代码,区县级,区县码,乡镇级,乡镇码,省代码
0,甘肃省,兰州市,6.201E+11,城关区,6.20102E+11,青白石街道,6.20102E+11,620000
1,山东省,菏泽市,3.717E+11,郓城县,3.71725E+11,黄泥冈镇,3.71725E+11,370000
2,山西省,大同市,1.402E+11,云冈区,1.40214E+11,晋华宫街道办事处,1.40214E+11,140000
3,湖南省,怀化市,4.312E+11,溆浦县,4.31224E+11,均坪镇,4.31224E+11,430000
4,辽宁省,葫芦岛市,2.114E+11,绥中县,2.11421E+11,小庄子镇,2.11421E+11,210000
5,湖南省,湘潭市,4.303E+11,雨湖区,4.30302E+11,楠竹山镇,4.30302E+11,430000
6,黑龙江省,牡丹江市,2.31E+11,海林市,2.31083E+11,新安朝鲜族镇,2.31083E+11,230000
7,黑龙江省,伊春市,2.307E+11,西林区,2.30705E+11,强达社区,2.30705E+11,230000
8,甘肃省,张掖市,6.207E+11,肃南裕固族自治县,6.20721E+11,大河乡,6.20721E+11,620000
9,云南省,曲靖市,5.303E+11,会泽县,5.30326E+11,待补镇,5.30326E+11,530000
10,陕西省,安康市,6.109E+11,旬阳县,6.10928E+11,麻坪镇,6.10928E+11,610000
11,山东省,泰安市,3.709E+11,新泰市,3.70982E+11,翟镇,3.70982E+11,370000
12,河南省,漯河市,4.111E+11,郾城区,4.11103E+11,孟庙镇,4.11103E+11,410000
13,江苏省,常州市,3.204E+11,钟楼区,3.20404E+11,五星街道,3.20404E+11,320000
14,河南省,信阳市,4.115E+11,淮滨县,4.11527E+11,邓湾乡,4.11527E+11,410000
15,甘肃省,陇南市,6.212E+11,成县,6.21221E+11,鸡峰镇,6.21221E+11,620000
16,安徽省,滁州市,3.411E+11,天长市,3.41181E+11,大通镇,3.41181E+11,340000
17,安徽省,池州市,3.417E+11,东至县,3.41721E+11,香隅镇,3.41721E+11,340000
18,山西省,运城市,1.408E+11,盐湖区,1.40802E+11,大渠街道办事处,1.40802E+11,140000
19,四川省,南充市,5.113E+11,西充县,5.11325E+11,李桥乡,5.11325E+11,510000
20,山西省,长治市,1.404E+11,潞州区,1.40403E+11,故县街道办事处,1.40411E+11,140000
21,安徽省,芜湖市,3.402E+11,芜湖经济技术开发区,3.40271E+11,龙山街道,3.40271E+11,340000
22,海南省,儋州市,4.604E+11,儋州市,4.604E+11,兰洋镇,4.604E+11,460000
23,天津市,市辖区,1.201E+11,红桥区,1.20106E+11,邵公庄街道,1.20106E+11,120000
24,山西省,大同市,1.402E+11,平城区,1.40213E+11,开源街街道办事处,1.40213E+11,140000
25,江苏省,南京市,3.201E+11,六合区,3.20116E+11,化工园区,3.20116E+11,320000
26,辽宁省,大连市,2.102E+11,金州区,2.10213E+11,海青岛街道,2.10213E+11,210000
27,湖北省,黄冈市,4.211E+11,英山县,4.21124E+11,桃花冲林场,4.21124E+11,420000
28,河北省,保定市,1.306E+11,博野县,1.30637E+11,程委镇,1.30637E+11,130000
29,河南省,焦作市,4.108E+11,马村区,4.10804E+11,马村街道办事处,4.10804E+11,410000
30,安徽省,阜阳市,3.412E+11,界首市,3.41282E+11,顾集镇,3.41282E+11,340000
31,河南省,驻马店市,4.117E+11,驿城区,4.11702E+11,金桥街道办事处,4.11703E+11,410000
32,湖北省,荆州市,4.21E+11,松滋市,4.21087E+11,街河市镇,4.21087E+11,420000
33,吉林省,延边朝鲜族自治州,2.224E+11,延吉市,2.22401E+11,朝阳川镇,2.22401E+11,220000
34,湖北省,十堰市,4.203E+11,丹江口市,4.20381E+11,武当山特区,4.20381E+11,420000
35,黑龙江省,牡丹江市,2.31E+11,林口县,2.31025E+11,刁翎镇,2.31025E+11,230000
36,西藏自治区,昌都市,5.403E+11,类乌齐县,5.40323E+11,甲桑卡乡,5.40323E+11,540000
37,西藏自治区,昌都市,5.403E+11,察雅县,5.40325E+11,肯通乡,5.40325E+11,540000
38,内蒙古自治区,呼伦贝尔市,1.507E+11,牙克石市,1.50782E+11,绰河源镇,1.50782E+11,150000
39,福建省,厦门市,3.502E+11,思明区,3.50203E+11,中华街道,3.50203E+11,350000
40,广西壮族自治区,南宁市,4.501E+11,横县,4.50127E+11,那阳镇,4.50127E+11,450000
41,安徽省,六安市,3.415E+11,裕安区,3.41503E+11,六安市裕安区经济开发区,3.41503E+11,340000
42,云南省,文山壮族苗族自治州,5.326E+11,文山市,5.32601E+11,秉烈彝族乡,5.32601E+11,530000
43,山东省,烟台市,3.706E+11,龙口市,3.70681E+11,石良镇,3.70681E+11,370000
44,四川省,凉山彝族自治州,5.134E+11,普格县,5.13428E+11,瓦洛乡,5.13428E+11,510000
45,辽宁省,葫芦岛市,2.114E+11,兴城市,2.11481E+11,羊安满族乡,2.11481E+11,210000
46,江西省,南昌市,3.601E+11,东湖区,3.60102E+11,沙井街道办事处（红谷滩新区）,3.60102E+11,360000
47,新疆维吾尔自治区,伊犁哈萨克自治州,6.54E+11,新源县,6.54025E+11,阿勒玛勒镇,6.54025E+11,650000
48,四川省,成都市,5.101E+11,简阳市,5.10185E+11,老龙乡,5.10185E+11,510000
49,四川省,德阳市,5.106E+11,中江县,5.10623E+11,高店乡,5.10623E+11,510000
50,江西省,九江市,3.604E+11,修水县,3.60424E+11,西港镇,3.60424E+11,360000
51,四川省,泸州市,5.105E+11,江阳区,5.10502E+11,方山镇,5.10502E+11,510000
52,新疆维吾尔自治区,和田地区,6.532E+11,皮山县,6.53223E+11,木吉镇,6.53223E+11,650000
53,四川省,资阳市,5.12E+11,乐至县,5.12022E+11,劳动镇,5.12022E+11,510000
54,湖北省,黄冈市,4.211E+11,麻城市,4.21181E+11,顺河镇,4.21181E+11,420000
55,黑龙江省,哈尔滨市,2.301E+11,巴彦县,2.30126E+11,黑山镇,2.30126E+11,230000
56,新疆维吾尔自治区,巴音郭楞蒙古自治州,6.528E+11,博湖县,6.52829E+11,博斯腾湖乡,6.52829E+11,650000
57,黑龙江省,佳木斯市,2.308E+11,同江市,2.30881E+11,同江镇,2.30881E+11,230000
58,山西省,朔州市,1.406E+11,平鲁区,1.40603E+11,陶村乡,1.40603E+11,140000
59,黑龙江省,鹤岗市,2.304E+11,兴山区,2.30407E+11,岭南街道办事处,2.30407E+11,230000
60,河南省,商丘市,4.114E+11,夏邑县,4.11426E+11,韩道口镇,4.11426E+11,410000
61,河北省,保定市,1.306E+11,涞源县,1.3063E+11,东团堡乡,1.3063E+11,130000
62,新疆维吾尔自治区,昌吉回族自治州,6.523E+11,呼图壁县,6.52323E+11,兵团一零五团,6.52324E+11,650000
63,甘肃省,张掖市,6.207E+11,山丹县,6.20725E+11,大马营镇,6.20725E+11,620000
64,河北省,廊坊市,1.31E+11,霸州市,1.31081E+11,裕华街道办事处,1.31081E+11,130000
65,四川省,凉山彝族自治州,5.134E+11,甘洛县,5.13435E+11,团结乡,5.13435E+11,510000
66,云南省,红河哈尼族彝族自治州,5.325E+11,石屏县,5.32525E+11,哨冲镇,5.32525E+11,530000
67,新疆维吾尔自治区,喀什地区,6.531E+11,莎车县,6.53125E+11,艾力西湖镇,6.53125E+11,650000
68,四川省,凉山彝族自治州,5.134E+11,越西县,5.13434E+11,白果乡,5.13434E+11,510000
69,辽宁省,鞍山市,2.103E+11,铁西区,2.10303E+11,北陶官街道办事处,2.10303E+11,210000
70,重庆市,县,5.002E+11,酉阳土家族苗族自治县,5.00242E+11,龙潭镇,5.00242E+11,500000
71,陕西省,咸阳市,6.104E+11,秦都区,6.10402E+11,钓台街道办事处,6.10402E+11,610000
72,四川省,南充市,5.113E+11,西充县,5.11325E+11,金源乡,5.11325E+11,510000
73,广东省,潮州市,4.451E+11,湘桥区,4.45102E+11,磷溪镇,4.45102E+11,440000
74,贵州省,黔南布依族苗族自治州,5.227E+11,贵定县,5.22723E+11,宝山街道办事处,5.22723E+11,520000
75,陕西省,榆林市,6.108E+11,绥德县,6.10826E+11,张家砭镇,6.10826E+11,610000
76,云南省,丽江市,5.307E+11,华坪县,5.30723E+11,中心镇,5.30723E+11,530000
77,四川省,凉山彝族自治州,5.134E+11,会东县,5.13426E+11,铁柳镇,5.13426E+11,510000
78,四川省,巴中市,5.119E+11,平昌县,5.11923E+11,笔山镇,5.11923E+11,510000
79,山东省,东营市,3.705E+11,利津县,3.70522E+11,陈庄镇,3.70522E+11,370000
80,四川省,南充市,5.113E+11,南部县,5.11321E+11,老鸦镇,5.11321E+11,510000
81,重庆市,市辖区,5.001E+11,武隆区,5.00156E+11,后坪苗族土家族乡,5.00156E+11,500000
82,陕西省,宝鸡市,6.103E+11,金台区,6.10303E+11,蟠龙镇,6.10303E+11,610000
83,辽宁省,丹东市,2.106E+11,宽甸满族自治县,2.10624E+11,大川头镇,2.10624E+11,210000
84,重庆市,县,5.002E+11,巫山县,5.00237E+11,竹贤乡,5.00237E+11,500000
85,湖南省,郴州市,4.31E+11,宜章县,4.31022E+11,瑶岗仙镇,4.31022E+11,430000
86,天津市,市辖区,1.201E+11,武清区,1.20114E+11,大孟庄镇,1.20114E+11,120000
87,福建省,莆田市,3.503E+11,荔城区,3.50304E+11,镇海街道,3.50304E+11,350000
88,甘肃省,定西市,6.211E+11,通渭县,6.21121E+11,新景乡,6.21121E+11,620000
89,湖南省,湘西土家族苗族自治州,4.331E+11,古丈县,4.33126E+11,默戎镇,4.33126E+11,430000
90,河北省,保定市,1.306E+11,易县,1.30633E+11,牛岗乡,1.30633E+11,130000
91,江西省,抚州市,3.61E+11,宜黄县,3.61026E+11,东陂镇,3.61026E+11,360000
92,山东省,济南市,3.701E+11,市中区,3.70103E+11,兴隆街道办事处,3.70103E+11,370000
93,天津市,市辖区,1.201E+11,静海区,1.20118E+11,双塘镇,1.20118E+11,120000
94,湖北省,孝感市,4.209E+11,应城市,4.20981E+11,长江埠街道办事处,4.20981E+11,420000
95,山西省,阳泉市,1.403E+11,盂县,1.40322E+11,仙人乡,1.40322E+11,140000
96,新疆维吾尔自治区,巴音郭楞蒙古自治州,6.528E+11,轮台县,6.52822E+11,轮台镇,6.52822E+11,650000
97,福建省,福州市,3.501E+11,福清市,3.50181E+11,高山镇,3.50181E+11,350000
98,黑龙江省,大兴安岭地区,2.327E+11,新林区,2.32763E+11,新林镇,2.32703E+11,230000
99,河北省,石家庄市,1.301E+11,新华区,1.30105E+11,西三庄街道办事处,1.30105E+11,130000
100,甘肃省,庆阳市,6.21E+11,西峰区,6.21002E+11,彭原镇,6.21002E+11,620000
101,西藏自治区,昌都市,5.403E+11,左贡县,5.40327E+11,田妥镇,5.40327E+11,540000
102,福建省,厦门市,3.502E+11,集美区,3.50211E+11,侨英街道,3.50211E+11,350000
103,山西省,吕梁市,1.411E+11,交城县,1.41122E+11,水峪贯镇,1.41122E+11,140000
104,甘肃省,陇南市,6.212E+11,康县,6.21224E+11,豆坝镇,6.21224E+11,620000
105,福建省,泉州市,3.505E+11,德化县,3.50526E+11,国宝乡,3.50526E+11,350000
106,西藏自治区,阿里地区,5.425E+11,日土县,5.42524E+11,日松乡,5.42524E+11,540000
107,山东省,东营市,3.705E+11,利津县,3.70522E+11,北宋镇,3.70522E+11,370000
108,吉林省,白城市,2.208E+11,洮南市,2.20881E+11,团结街道办事处,2.20881E+11,220000
109,广东省,韶关市,4.402E+11,翁源县,4.40229E+11,江尾镇,4.40229E+11,440000
110,江西省,抚州市,3.61E+11,临川区,3.61002E+11,太阳镇,3.61002E+11,360000
111,云南省,昆明市,5.301E+11,官渡区,5.30111E+11,六甲街道办事处,5.30111E+11,530000
112,贵州省,贵阳市,5.201E+11,开阳县,5.20121E+11,花梨镇,5.20121E+11,520000
113,四川省,南充市,5.113E+11,顺庆区,5.11302E+11,华凤街道,5.11302E+11,510000
114,江西省,吉安市,3.608E+11,峡江县,3.60823E+11,罗田镇,3.60823E+11,360000
115,山东省,滨州市,3.716E+11,博兴县,3.71625E+11,曹王镇,3.71625E+11,370000
116,湖北省,荆州市,4.21E+11,石首市,4.21081E+11,团山寺镇,4.21081E+11,420000
117,黑龙江省,伊春市,2.307E+11,丰林县,2.30724E+11,柳树河林场,2.30707E+11,230000
118,辽宁省,鞍山市,2.103E+11,岫岩满族自治县,2.10323E+11,阜昌街道办事处,2.10323E+11,210000
119,江西省,抚州市,3.61E+11,临川区,3.61002E+11,高坪镇,3.61002E+11,360000
120,黑龙江省,哈尔滨市,2.301E+11,道外区,2.30104E+11,太古街道办事处,2.30104E+11,230000
121,四川省,雅安市,5.118E+11,汉源县,5.11823E+11,富乡乡,5.11823E+11,510000
122,山西省,临汾市,1.41E+11,尧都区,1.41002E+11,滨河办事处,1.41002E+11,140000
123,河南省,平顶山市,4.104E+11,湛河区,4.10411E+11,曹镇乡,4.10411E+11,410000
124,四川省,广元市,5.108E+11,青川县,5.10822E+11,马鹿镇,5.10822E+11,510000
125,广东省,河源市,4.416E+11,连平县,4.41623E+11,内莞镇,4.41623E+11,440000
126,吉林省,通化市,2.205E+11,柳河县,2.20524E+11,安口镇,2.20524E+11,220000
127,浙江省,宁波市,3.302E+11,余姚市,3.30281E+11,大隐镇,3.30281E+11,330000
128,黑龙江省,大兴安岭地区,2.327E+11,塔河县,2.32722E+11,开库康乡,2.32722E+11,230000
129,辽宁省,阜新市,2.109E+11,阜新蒙古族自治县,2.10921E+11,卧凤沟乡,2.10921E+11,210000
130,甘肃省,陇南市,6.212E+11,成县,6.21221E+11,抛沙镇,6.21221E+11,620000
131,甘肃省,酒泉市,6.209E+11,肃州区,6.20902E+11,西南街街道办事处,6.20902E+11,620000
132,四川省,乐山市,5.111E+11,井研县,5.11124E+11,磨池镇,5.11124E+11,510000
133,山西省,朔州市,1.406E+11,山阴县,1.40621E+11,山阴农牧场,1.40621E+11,140000
134,福建省,三明市,3.504E+11,清流县,3.50423E+11,长校镇,3.50423E+11,350000
135,甘肃省,平凉市,6.208E+11,崇信县,6.20823E+11,黄花乡,6.20823E+11,620000
136,内蒙古自治区,呼伦贝尔市,1.507E+11,莫力达瓦达斡尔族自治旗,1.50722E+11,塔温敖宝镇,1.50722E+11,150000
137,福建省,厦门市,3.502E+11,同安区,3.50212E+11,西柯镇,3.50212E+11,350000
138,江苏省,泰州市,3.212E+11,海陵区,3.21202E+11,城东街道,3.21202E+11,320000
139,山西省,运城市,1.408E+11,平陆县,1.40829E+11,曹川镇,1.40829E+11,140000
140,江苏省,无锡市,3.202E+11,梁溪区,3.20213E+11,北大街街道,3.20213E+11,320000
141,吉林省,延边朝鲜族自治州,2.224E+11,珲春市,2.22404E+11,马川子乡,2.22404E+11,220000
142,重庆市,市辖区,5.001E+11,武隆区,5.00156E+11,鸭江镇,5.00156E+11,500000
143,福建省,南平市,3.507E+11,政和县,3.50725E+11,熊山街道,3.50725E+11,350000
144,黑龙江省,齐齐哈尔市,2.302E+11,富裕县,2.30227E+11,友谊乡,2.30227E+11,230000
145,新疆维吾尔自治区,阿勒泰地区,6.543E+11,福海县,6.54323E+11,兵团一八八团,6.54324E+11,650000
146,黑龙江省,鸡西市,2.303E+11,虎林市,2.30381E+11,云山农场,2.30382E+11,230000
147,江西省,宜春市,3.609E+11,袁州区,3.60902E+11,辽市镇,3.60902E+11,360000
148,云南省,红河哈尼族彝族自治州,5.325E+11,开远市,5.32502E+11,乐白道街道办事处,5.32502E+11,530000
149,甘肃省,临夏回族自治州,6.229E+11,东乡族自治县,6.22926E+11,果园镇,6.22926E+11,620000
150,辽宁省,大连市,2.102E+11,庄河市,2.10283E+11,光明山镇,2.10283E+11,210000
151,新疆维吾尔自治区,自治区直辖县级行政区划,6.59E+11,图木舒克市,6.59003E+11,兵团四十九团,6.59004E+11,650000
152,安徽省,芜湖市,3.402E+11,繁昌县,3.40222E+11,安徽繁昌工业园区,3.40222E+11,340000
153,河南省,南阳市,4.113E+11,社旗县,4.11327E+11,李店镇,4.11327E+11,410000
154,江苏省,徐州市,3.203E+11,邳州市,3.20382E+11,戴庄镇,3.20382E+11,320000
155,山西省,晋城市,1.405E+11,阳城县,1.40522E+11,北留镇,1.40522E+11,140000
156,四川省,达州市,5.117E+11,宣汉县,5.11722E+11,五宝镇,5.11722E+11,510000
157,江苏省,淮安市,3.208E+11,盱眙县,3.2083E+11,盱城街道,3.2083E+11,320000
158,辽宁省,锦州市,2.107E+11,北镇市,2.10782E+11,富屯街道办事处,2.10782E+11,210000
159,云南省,曲靖市,5.303E+11,会泽县,5.30326E+11,宝云街道办事处,5.30326E+11,530000
160,辽宁省,铁岭市,2.112E+11,昌图县,2.11224E+11,双庙子镇,2.11224E+11,210000
161,贵州省,毕节市,5.205E+11,威宁彝族回族苗族自治县,5.20526E+11,金斗镇,5.20526E+11,520000
162,福建省,漳州市,3.506E+11,漳浦县,3.50623E+11,盘陀镇,3.50623E+11,350000
163,江苏省,徐州市,3.203E+11,邳州市,3.20382E+11,八路镇,3.20382E+11,320000
164,河北省,张家口市,1.307E+11,康保县,1.30723E+11,照阳河镇,1.30723E+11,130000
165,福建省,三明市,3.504E+11,将乐县,3.50428E+11,万安镇,3.50428E+11,350000
166,内蒙古自治区,包头市,1.502E+11,青山区,1.50204E+11,兴胜镇,1.50204E+11,150000
167,广东省,肇庆市,4.412E+11,怀集县,4.41224E+11,中洲镇,4.41224E+11,440000
168,江西省,九江市,3.604E+11,永修县,3.60425E+11,燕坊镇,3.60425E+11,360000
169,江苏省,无锡市,3.202E+11,江阴市,3.20281E+11,华士镇,3.20281E+11,320000
170,黑龙江省,牡丹江市,2.31E+11,阳明区,2.31003E+11,桦林镇,2.31003E+11,230000
171,河北省,唐山市,1.302E+11,路北区,1.30203E+11,光明街道办事处,1.30203E+11,130000
172,新疆维吾尔自治区,塔城地区,6.542E+11,沙湾县,6.54223E+11,商户地乡,6.54223E+11,650000
173,四川省,凉山彝族自治州,5.134E+11,会东县,5.13426E+11,小坝乡,5.13426E+11,510000
174,广东省,汕尾市,4.415E+11,陆丰市,4.41581E+11,博美镇,4.41581E+11,440000
175,贵州省,黔西南布依族苗族自治州,5.223E+11,贞丰县,5.22325E+11,北盘江镇,5.22325E+11,520000
176,安徽省,六安市,3.415E+11,霍山县,3.41525E+11,上土市镇,3.41525E+11,340000
177,江苏省,无锡市,3.202E+11,宜兴市,3.20282E+11,屺亭街道,3.20282E+11,320000
178,湖南省,长沙市,4.301E+11,芙蓉区,4.30102E+11,文艺路街道,4.30102E+11,430000
179,安徽省,宣城市,3.418E+11,郎溪县,3.41821E+11,十字镇,3.41821E+11,340000
180,黑龙江省,哈尔滨市,2.301E+11,延寿县,2.30129E+11,玉河乡,2.30129E+11,230000
181,辽宁省,大连市,2.102E+11,甘井子区,2.10211E+11,周水子街道,2.10211E+11,210000
182,贵州省,黔西南布依族苗族自治州,5.223E+11,晴隆县,5.22324E+11,鸡场镇,5.22324E+11,520000
183,河南省,南阳市,4.113E+11,南召县,4.11321E+11,南河店镇,4.11321E+11,410000
184,河南省,新乡市,4.107E+11,新乡市平原城乡一体化示范区,4.10773E+11,桥北乡,4.10773E+11,410000
185,吉林省,长春市,2.201E+11,朝阳区,2.20104E+11,重庆街道办事处,2.20104E+11,220000
186,福建省,福州市,3.501E+11,福清市,3.50181E+11,龙江街道,3.50181E+11,350000
187,山西省,晋中市,1.407E+11,平遥县,1.40728E+11,卜宜乡,1.40728E+11,140000
188,江西省,赣州市,3.607E+11,兴国县,3.60732E+11,古龙冈镇,3.60732E+11,360000
189,甘肃省,临夏回族自治州,6.229E+11,广河县,6.22924E+11,水泉乡,6.22924E+11,620000
190,广东省,深圳市,4.403E+11,光明区,4.40311E+11,公明街道办事处,4.40311E+11,440000
191,内蒙古自治区,包头市,1.502E+11,东河区,1.50202E+11,南门外街道办事处,1.50202E+11,150000
192,新疆维吾尔自治区,自治区直辖县级行政区划,6.59E+11,图木舒克市,6.59003E+11,兵团图木舒克市喀拉拜勒镇,6.59004E+11,650000
193,辽宁省,葫芦岛市,2.114E+11,南票区,2.11404E+11,沙锅屯乡,2.11404E+11,210000
194,浙江省,金华市,3.307E+11,婺城区,3.30702E+11,琅琊镇,3.30702E+11,330000
195,河南省,许昌市,4.11E+11,禹州市,4.11081E+11,范坡镇,4.11081E+11,410000
196,广东省,梅州市,4.414E+11,梅县区,4.41403E+11,程江镇,4.41403E+11,440000
197,广东省,梅州市,4.414E+11,大埔县,4.41422E+11,湖寮镇,4.41422E+11,440000
198,福建省,厦门市,3.502E+11,思明区,3.50203E+11,鹭江街道,3.50203E+11,350000
199,内蒙古自治区,包头市,1.502E+11,昆都仑区,1.50203E+11,昆河镇,1.50203E+11,150000
200,四川省,阿坝藏族羌族自治州,5.132E+11,壤塘县,5.1323E+11,尕多乡,5.1323E+11,510000
201,天津市,市辖区,1.201E+11,河西区,1.20103E+11,天塔街道,1.20103E+11,120000
202,四川省,广元市,5.108E+11,剑阁县,5.10823E+11,正兴乡,5.10823E+11,510000
203,吉林省,通化市,2.205E+11,柳河县,2.20524E+11,三源浦朝鲜族镇,2.20524E+11,220000
204,黑龙江省,绥化市,2.312E+11,兰西县,2.31222E+11,北安乡,2.31222E+11,230000
205,湖南省,永州市,4.311E+11,祁阳县,4.31121E+11,进宝塘镇,4.31121E+11,430000
206,四川省,宜宾市,5.115E+11,兴文县,5.11528E+11,玉屏镇,5.11528E+11,510000
207,广西壮族自治区,百色市,4.51E+11,德保县,4.51024E+11,都安乡,4.51024E+11,450000
208,湖北省,黄冈市,4.211E+11,黄梅县,4.21127E+11,黄梅镇,4.21127E+11,420000
209,山东省,泰安市,3.709E+11,东平县,3.70923E+11,彭集街道办事处,3.70923E+11,370000
210,河北省,张家口市,1.307E+11,康保县,1.30723E+11,屯垦镇,1.30723E+11,130000
211,河南省,焦作市,4.108E+11,温县,4.10825E+11,黄庄镇,4.10825E+11,410000
212,湖北省,咸宁市,4.212E+11,赤壁市,4.21281E+11,余家桥乡,4.21281E+11,420000
213,重庆市,县,5.002E+11,奉节县,5.00236E+11,石岗乡,5.00236E+11,500000
214,河南省,南阳市,4.113E+11,南召县,4.11321E+11,国营长江机械厂,4.11321E+11,410000
215,福建省,福州市,3.501E+11,鼓楼区,3.50102E+11,五凤街道,3.50102E+11,350000
216,云南省,玉溪市,5.304E+11,峨山彝族自治县,5.30426E+11,富良棚乡,5.30426E+11,530000
217,四川省,巴中市,5.119E+11,南江县,5.11922E+11,和平镇,5.11922E+11,510000
218,四川省,宜宾市,5.115E+11,江安县,5.11523E+11,仁和乡,5.11523E+11,510000
219,河南省,开封市,4.102E+11,通许县,4.10222E+11,四所楼镇,4.10222E+11,410000
220,黑龙江省,黑河市,2.311E+11,爱辉区,2.31102E+11,瑷珲镇,2.31102E+11,230000
221,黑龙江省,牡丹江市,2.31E+11,宁安市,2.31084E+11,兰岗镇,2.31084E+11,230000
222,陕西省,榆林市,6.108E+11,米脂县,6.10827E+11,银州街道办事处,6.10827E+11,610000
223,四川省,广元市,5.108E+11,剑阁县,5.10823E+11,柘坝乡,5.10823E+11,510000
224,黑龙江省,伊春市,2.307E+11,友好区,2.30719E+11,红山经营所,2.30716E+11,230000
225,四川省,南充市,5.113E+11,蓬安县,5.11323E+11,海田乡,5.11323E+11,510000
226,吉林省,松原市,2.207E+11,宁江区,2.20702E+11,工农街道办事处,2.20702E+11,220000
227,广东省,湛江市,4.408E+11,廉江市,4.40881E+11,高桥镇,4.40881E+11,440000
228,重庆市,县,5.002E+11,忠县,5.00233E+11,金鸡镇,5.00233E+11,500000
229,河北省,石家庄市,1.301E+11,赞皇县,1.30129E+11,张楞乡,1.30129E+11,130000
230,云南省,普洱市,5.308E+11,墨江哈尼族自治县,5.30822E+11,雅邑镇,5.30822E+11,530000
231,四川省,广元市,5.108E+11,昭化区,5.10811E+11,射箭乡,5.10811E+11,510000
232,福建省,福州市,3.501E+11,马尾区,3.50105E+11,罗星街道,3.50105E+11,350000
233,湖北省,宜昌市,4.205E+11,长阳土家族自治县,4.20528E+11,火烧坪乡,4.20528E+11,420000
234,山西省,大同市,1.402E+11,平城区,1.40213E+11,南关街道办事处,1.40213E+11,140000
235,西藏自治区,昌都市,5.403E+11,丁青县,5.40324E+11,嘎塔乡,5.40324E+11,540000
236,河北省,石家庄市,1.301E+11,平山县,1.30131E+11,平山镇,1.30131E+11,130000
237,西藏自治区,那曲市,5.406E+11,安多县,5.40624E+11,扎曲乡,5.40624E+11,540000
238,甘肃省,陇南市,6.212E+11,徽县,6.21227E+11,银杏树镇,6.21227E+11,620000
239,河南省,平顶山市,4.104E+11,叶县,4.10422E+11,九龙街道办事处,4.10422E+11,410000
240,广东省,揭阳市,4.452E+11,惠来县,4.45224E+11,前詹镇,4.45224E+11,440000
241,河南省,洛阳市,4.103E+11,栾川县,4.10324E+11,栾川乡,4.10324E+11,410000
242,黑龙江省,哈尔滨市,2.301E+11,呼兰区,2.30111E+11,裕田街道办事处,2.30111E+11,230000
243,河南省,郑州市,4.101E+11,新密市,4.10183E+11,平陌镇,4.10183E+11,410000
244,湖南省,常德市,4.307E+11,武陵区,4.30702E+11,穿紫河街道,4.30702E+11,430000
245,山西省,临汾市,1.41E+11,翼城县,1.41022E+11,中卫乡,1.41022E+11,140000
246,山东省,威海市,3.71E+11,环翠区,3.71002E+11,张村镇,3.71002E+11,370000
247,山东省,威海市,3.71E+11,威海火炬高技术产业开发区,3.71071E+11,田和街道办事处,3.71071E+11,370000
248,重庆市,市辖区,5.001E+11,万州区,5.00101E+11,长滩镇,5.00101E+11,500000
249,河北省,石家庄市,1.301E+11,栾城区,1.30111E+11,栾城镇,1.30111E+11,130000
250,河南省,新乡市,4.107E+11,原阳县,4.10725E+11,阳和街道办事处,4.10725E+11,410000
251,新疆维吾尔自治区,塔城地区,6.542E+11,裕民县,6.54225E+11,阿勒腾也木勒乡,6.54225E+11,650000
252,新疆维吾尔自治区,塔城地区,6.542E+11,乌苏市,6.54202E+11,西湖镇,6.54202E+11,650000
253,湖北省,恩施土家族苗族自治州,4.228E+11,利川市,4.22802E+11,忠路镇,4.22802E+11,420000
254,云南省,楚雄彝族自治州,5.323E+11,元谋县,5.32328E+11,姜驿乡,5.32328E+11,530000
255,山西省,吕梁市,1.411E+11,汾阳市,1.41182E+11,西河乡,1.41182E+11,140000
256,福建省,泉州市,3.505E+11,晋江市,3.50582E+11,新塘街道办事处,3.50582E+11,350000
257,贵州省,毕节市,5.205E+11,七星关区,5.20502E+11,三板桥街道办事处,5.20502E+11,520000
258,贵州省,铜仁市,5.206E+11,印江土家族苗族自治县,5.20625E+11,木黄镇,5.20625E+11,520000
259,四川省,雅安市,5.118E+11,名山区,5.11803E+11,廖场乡,5.11803E+11,510000
260,新疆维吾尔自治区,巴音郭楞蒙古自治州,6.528E+11,若羌县,6.52824E+11,铁干里克镇,6.52824E+11,650000
261,四川省,凉山彝族自治州,5.134E+11,美姑县,5.13436E+11,洛俄依甘乡,5.13436E+11,510000
262,浙江省,绍兴市,3.306E+11,越城区,3.30602E+11,东浦街道,3.30602E+11,330000
263,贵州省,黔东南苗族侗族自治州,5.226E+11,凯里市,5.22601E+11,三棵树镇,5.22601E+11,520000
264,河北省,秦皇岛市,1.303E+11,海港区,1.30302E+11,西港镇,1.30302E+11,130000
265,浙江省,台州市,3.31E+11,椒江区,3.31002E+11,三甲街道,3.31002E+11,330000
266,甘肃省,张掖市,6.207E+11,甘州区,6.20702E+11,龙渠乡,6.20702E+11,620000
267,宁夏回族自治区,固原市,6.404E+11,原州区,6.40402E+11,北塬街道办事处,6.40402E+11,640000
268,四川省,达州市,5.117E+11,达州经济开发区,5.11771E+11,幺塘乡,5.11771E+11,510000
269,新疆维吾尔自治区,塔城地区,6.542E+11,额敏县,6.54221E+11,萨尔也木勒牧场,6.54221E+11,650000
270,海南省,省直辖县级行政区划,4.69E+11,万宁市,4.69006E+11,万城镇,4.69006E+11,460000
