FID,省级,市级,市代码,区县级,区县码,乡镇级,乡镇码,省代码
23422,海南省,省直辖县级行政区划,4.69E+11,澄迈县,4.69023E+11,中兴镇,4.69023E+11,460000
23423,河南省,平顶山市,4.104E+11,叶县,4.10422E+11,田庄乡,4.10422E+11,410000
23424,四川省,绵阳市,5.107E+11,涪城区,5.10703E+11,石塘街道办事处,5.10703E+11,510000
23425,甘肃省,陇南市,6.212E+11,西和县,6.21225E+11,长道镇,6.21225E+11,620000
23426,河南省,安阳市,4.105E+11,滑县,4.10526E+11,城关街道办事处,4.10526E+11,410000
23427,云南省,昭通市,5.306E+11,水富市,5.30681E+11,云富街道办事处,5.3063E+11,530000
23428,贵州省,贵阳市,5.201E+11,南明区,5.20102E+11,湘雅社区服务中心,5.20102E+11,520000
23429,浙江省,温州市,3.303E+11,乐清市,3.30382E+11,虹桥镇,3.30382E+11,330000
23430,广西壮族自治区,崇左市,4.514E+11,宁明县,4.51422E+11,板棍乡,4.51422E+11,450000
23431,天津市,市辖区,1.201E+11,武清区,1.20114E+11,崔黄口镇,1.20114E+11,120000
23432,四川省,巴中市,5.119E+11,巴州区,5.11902E+11,曾口镇,5.11902E+11,510000
23433,辽宁省,锦州市,2.107E+11,黑山县,2.10726E+11,半拉门镇,2.10726E+11,210000
23434,河北省,邢台市,1.305E+11,内丘县,1.30523E+11,柳林镇,1.30523E+11,130000
23435,山西省,运城市,1.408E+11,盐湖区,1.40802E+11,上王乡,1.40802E+11,140000
23436,黑龙江省,绥化市,2.312E+11,明水县,2.31225E+11,县联社马场,2.31226E+11,230000
23437,内蒙古自治区,赤峰市,1.504E+11,宁城县,1.50429E+11,汐子镇,1.50429E+11,150000
23438,甘肃省,陇南市,6.212E+11,武都区,6.21202E+11,磨坝藏族乡,6.21202E+11,620000
23439,广西壮族自治区,崇左市,4.514E+11,扶绥县,4.51421E+11,东罗镇,4.51421E+11,450000
23440,河南省,商丘市,4.114E+11,虞城县,4.11425E+11,店集乡,4.11425E+11,410000
23441,浙江省,舟山市,3.309E+11,定海区,3.30902E+11,白泉镇,3.30902E+11,330000
23442,四川省,甘孜藏族自治州,5.133E+11,得荣县,5.13338E+11,曲雅贡乡,5.13338E+11,510000
23443,江西省,赣州市,3.607E+11,瑞金市,3.60781E+11,岗面乡,3.60781E+11,360000
23444,黑龙江省,哈尔滨市,2.301E+11,双城区,2.30113E+11,韩甸镇,2.30113E+11,230000
23445,内蒙古自治区,呼和浩特市,1.501E+11,武川县,1.50125E+11,二份子乡,1.50125E+11,150000
23446,四川省,资阳市,5.12E+11,安岳县,5.12021E+11,人和镇,5.12021E+11,510000
23447,广东省,揭阳市,4.452E+11,榕城区,4.45202E+11,渔湖镇,4.45202E+11,440000
23448,山东省,东营市,3.705E+11,利津县,3.70522E+11,盐窝镇,3.70522E+11,370000
23449,江苏省,南通市,3.206E+11,启东市,3.20681E+11,惠萍镇,3.20681E+11,320000
23450,浙江省,金华市,3.307E+11,金东区,3.30703E+11,赤松镇,3.30703E+11,330000
23451,四川省,凉山彝族自治州,5.134E+11,昭觉县,5.13431E+11,色底乡,5.13431E+11,510000
23452,江西省,吉安市,3.608E+11,新干县,3.60824E+11,金川镇,3.60824E+11,360000
23453,四川省,绵阳市,5.107E+11,游仙区,5.10704E+11,松林街道办,5.10704E+11,510000
23454,安徽省,阜阳市,3.412E+11,颍上县,3.41226E+11,建颍乡,3.41226E+11,340000
23455,陕西省,宝鸡市,6.103E+11,太白县,6.10331E+11,咀头镇,6.10331E+11,610000
23456,山西省,晋中市,1.407E+11,榆次区,1.40702E+11,东阳镇,1.40702E+11,140000
23457,湖北省,孝感市,4.209E+11,汉川市,4.20984E+11,刘家隔镇,4.20984E+11,420000
23458,湖北省,随州市,4.213E+11,广水市,4.21381E+11,应山街道办事处,4.21381E+11,420000
23459,广东省,湛江市,4.408E+11,雷州市,4.40882E+11,湛江农垦东方红农场,4.40882E+11,440000
23460,河南省,南阳市,4.113E+11,唐河县,4.11328E+11,苍台镇,4.11328E+11,410000
23461,新疆维吾尔自治区,昌吉回族自治州,6.523E+11,玛纳斯县,6.52324E+11,兵团一四七团,6.52325E+11,650000
23462,江西省,吉安市,3.608E+11,遂川县,3.60827E+11,新江乡,3.60827E+11,360000
23463,内蒙古自治区,乌兰察布市,1.509E+11,兴和县,1.50924E+11,五股泉乡,1.50924E+11,150000
23464,广西壮族自治区,桂林市,4.503E+11,阳朔县,4.50321E+11,金宝乡,4.50321E+11,450000
23465,云南省,大理白族自治州,5.329E+11,大理市,5.32901E+11,挖色镇,5.32901E+11,530000
23466,贵州省,遵义市,5.203E+11,仁怀市,5.20382E+11,茅坝镇,5.20382E+11,520000
23467,广西壮族自治区,贺州市,4.511E+11,平桂区,4.51103E+11,沙田镇,4.51103E+11,450000
23468,福建省,漳州市,3.506E+11,长泰县,3.50625E+11,林墩工业区,3.50626E+11,350000
23469,河北省,张家口市,1.307E+11,张家口经济开发区,1.30771E+11,老鸦庄镇,1.30771E+11,130000
23470,河北省,石家庄市,1.301E+11,赵县,1.30133E+11,韩村镇,1.30133E+11,130000
23471,甘肃省,甘南藏族自治州,6.23E+11,碌曲县,6.23026E+11,尕海镇,6.23026E+11,620000
23472,湖北省,十堰市,4.203E+11,房县,4.20325E+11,九道乡,4.20325E+11,420000
23473,辽宁省,抚顺市,2.104E+11,东洲区,2.10403E+11,搭连街道,2.10403E+11,210000
23474,安徽省,宿州市,3.413E+11,埇桥区,3.41302E+11,北杨寨乡,3.41302E+11,340000
23475,山东省,聊城市,3.715E+11,莘县,3.71522E+11,古云镇,3.71522E+11,370000
23476,四川省,雅安市,5.118E+11,汉源县,5.11823E+11,唐家镇,5.11823E+11,510000
23477,河北省,秦皇岛市,1.303E+11,青龙满族自治县,1.30321E+11,朱杖子乡,1.30321E+11,130000
23478,黑龙江省,齐齐哈尔市,2.302E+11,克山县,2.30229E+11,双河镇,2.30229E+11,230000
23479,河北省,邢台市,1.305E+11,邢台县,1.30521E+11,会宁镇,1.30521E+11,130000
23480,陕西省,安康市,6.109E+11,白河县,6.10929E+11,茅坪镇,6.10929E+11,610000
23481,广西壮族自治区,梧州市,4.504E+11,岑溪市,4.50481E+11,梨木镇,4.50481E+11,450000
23482,西藏自治区,日喀则市,5.402E+11,昂仁县,5.40226E+11,达若乡,5.40226E+11,540000
23483,甘肃省,庆阳市,6.21E+11,环县,6.21022E+11,天池乡,6.21022E+11,620000
23484,山东省,济南市,3.701E+11,天桥区,3.70105E+11,药山街道办事处,3.70105E+11,370000
23485,四川省,达州市,5.117E+11,开江县,5.11723E+11,普安镇,5.11723E+11,510000
23486,内蒙古自治区,阿拉善盟,1.529E+11,额济纳旗,1.52923E+11,额济纳旗马鬃山苏木,1.52923E+11,150000
23487,福建省,三明市,3.504E+11,建宁县,3.5043E+11,溪源乡,3.5043E+11,350000
23488,贵州省,毕节市,5.205E+11,大方县,5.20521E+11,果瓦乡,5.20521E+11,520000
23489,江西省,上饶市,3.611E+11,鄱阳县,3.61128E+11,游城乡,3.61128E+11,360000
23490,青海省,果洛藏族自治州,6.326E+11,甘德县,6.32623E+11,青珍乡,6.32623E+11,630000
23491,四川省,南充市,5.113E+11,南部县,5.11321E+11,建兴镇,5.11321E+11,510000
23492,辽宁省,锦州市,2.107E+11,黑山县,2.10726E+11,大虎山街道办事处,2.10726E+11,210000
23493,新疆维吾尔自治区,伊犁哈萨克自治州,6.54E+11,尼勒克县,6.54028E+11,种蜂场,6.54028E+11,650000
23494,广西壮族自治区,钦州市,4.507E+11,钦南区,4.50702E+11,向阳街道办事处,4.50702E+11,450000
23495,福建省,泉州市,3.505E+11,永春县,3.50525E+11,石鼓镇,3.50525E+11,350000
23496,山西省,太原市,1.401E+11,杏花岭区,1.40107E+11,大东关街道办事处,1.40107E+11,140000
23497,河北省,秦皇岛市,1.303E+11,秦皇岛市经济技术开发区,1.30371E+11,牛头崖管理区办事处,1.30371E+11,130000
23498,黑龙江省,黑河市,2.311E+11,孙吴县,2.31124E+11,向阳林场,2.31124E+11,230000
23499,河南省,驻马店市,4.117E+11,汝南县,4.11727E+11,张楼镇,4.11727E+11,410000
23500,云南省,昭通市,5.306E+11,水富市,5.30681E+11,太平镇,5.3063E+11,530000
23501,贵州省,遵义市,5.203E+11,绥阳县,5.20323E+11,小关乡,5.20323E+11,520000
23502,河北省,承德市,1.308E+11,平泉市,1.30881E+11,平北镇,1.30881E+11,130000
23503,河北省,邯郸市,1.304E+11,复兴区,1.30404E+11,铁路大院街道办事处,1.30404E+11,130000
23504,河南省,商丘市,4.114E+11,虞城县,4.11425E+11,黄冢乡,4.11425E+11,410000
23505,河北省,沧州市,1.309E+11,黄骅市,1.30983E+11,黄骅镇,1.30983E+11,130000
23506,山西省,太原市,1.401E+11,娄烦县,1.40123E+11,杜交曲镇,1.40123E+11,140000
23507,江苏省,宿迁市,3.213E+11,沭阳县,3.21322E+11,万匹乡,3.21322E+11,320000
23508,黑龙江省,佳木斯市,2.308E+11,抚远市,2.30883E+11,乌苏镇,2.30883E+11,230000
23509,青海省,海东市,6.302E+11,互助土族自治县,6.30223E+11,东沟乡,6.30223E+11,630000
23510,北京市,市辖区,1.101E+11,大兴区,1.10115E+11,礼贤镇,1.10115E+11,110000
23511,甘肃省,天水市,6.205E+11,张家川回族自治县,6.20525E+11,龙山镇,6.20525E+11,620000
23512,四川省,宜宾市,5.115E+11,兴文县,5.11528E+11,太平镇,5.11528E+11,510000
23513,河北省,廊坊市,1.31E+11,三河市,1.31082E+11,鼎盛东大街街道办事处,1.31082E+11,130000
23514,四川省,广安市,5.116E+11,广安区,5.11602E+11,大龙乡,5.11602E+11,510000
23515,福建省,三明市,3.504E+11,大田县,3.50425E+11,东风农场,3.50425E+11,350000
23516,四川省,巴中市,5.119E+11,平昌县,5.11923E+11,板庙镇,5.11923E+11,510000
23517,河北省,邯郸市,1.304E+11,邯山区,1.30402E+11,贸东街道办事处,1.30402E+11,130000
23518,山东省,济南市,3.701E+11,历城区,3.70112E+11,仲宫街道办事处,3.70112E+11,370000
23519,河北省,廊坊市,1.31E+11,霸州市,1.31081E+11,堂二里镇,1.31081E+11,130000
23520,四川省,乐山市,5.111E+11,马边彝族自治县,5.11133E+11,民建镇,5.11133E+11,510000
23521,辽宁省,葫芦岛市,2.114E+11,绥中县,2.11421E+11,绥中镇,2.11421E+11,210000
23522,江苏省,无锡市,3.202E+11,宜兴市,3.20282E+11,丁蜀镇,3.20282E+11,320000
23523,四川省,南充市,5.113E+11,西充县,5.11325E+11,金山乡,5.11325E+11,510000
23524,河南省,周口市,4.116E+11,鹿邑县,4.11628E+11,赵村乡,4.11628E+11,410000
23525,重庆市,县,5.002E+11,奉节县,5.00236E+11,龙桥土家族乡,5.00236E+11,500000
23526,吉林省,白山市,2.206E+11,江源区,2.20605E+11,大阳岔镇,2.20605E+11,220000
23527,贵州省,毕节市,5.205E+11,七星关区,5.20502E+11,小坝镇,5.20502E+11,520000
23528,内蒙古自治区,呼伦贝尔市,1.507E+11,扎兰屯市,1.50783E+11,柴河林业局,1.50783E+11,150000
23529,山西省,大同市,1.402E+11,新荣区,1.40212E+11,新荣区街道管理中心,1.40212E+11,140000
23530,新疆维吾尔自治区,喀什地区,6.531E+11,喀什市,6.53101E+11,库木代尔瓦扎街道办事,6.53101E+11,650000
23531,四川省,绵阳市,5.107E+11,梓潼县,5.10725E+11,仁和镇,5.10725E+11,510000
23532,湖南省,常德市,4.307E+11,澧县,4.30723E+11,城头山镇,4.30723E+11,430000
23533,福建省,龙岩市,3.508E+11,永定区,3.50803E+11,龙潭镇,3.50803E+11,350000
23534,河南省,焦作市,4.108E+11,孟州市,4.10883E+11,化工镇,4.10883E+11,410000
23535,福建省,龙岩市,3.508E+11,连城县,3.50825E+11,赖源乡,3.50825E+11,350000
23536,四川省,德阳市,5.106E+11,中江县,5.10623E+11,仓山镇,5.10623E+11,510000
23537,青海省,海西蒙古族藏族自治州,6.328E+11,天峻县,6.32823E+11,舟群乡,6.32823E+11,630000
23538,江苏省,镇江市,3.211E+11,丹徒区,3.21112E+11,高桥镇,3.21112E+11,320000
23539,河南省,焦作市,4.108E+11,沁阳市,4.10882E+11,沁园街道,4.10882E+11,410000
23540,新疆维吾尔自治区,昌吉回族自治州,6.523E+11,阜康市,6.52302E+11,兵团二二二团农场,6.52303E+11,650000
23541,辽宁省,朝阳市,2.113E+11,建平县,2.11322E+11,喀喇沁镇,2.11322E+11,210000
23542,广西壮族自治区,河池市,4.512E+11,罗城仫佬族自治县,4.51225E+11,黄金镇,4.51225E+11,450000
23543,广西壮族自治区,崇左市,4.514E+11,大新县,4.51424E+11,下雷镇,4.51424E+11,450000
23544,四川省,成都市,5.101E+11,都江堰市,5.10181E+11,龙池镇,5.10181E+11,510000
23545,山东省,青岛市,3.702E+11,市北区,3.70203E+11,双山街道办事处,3.70203E+11,370000
23546,江苏省,南京市,3.201E+11,高淳区,3.20118E+11,砖墙镇,3.20118E+11,320000
23547,湖南省,邵阳市,4.305E+11,城步苗族自治县,4.30529E+11,五团镇,4.30529E+11,430000
23548,浙江省,温州市,3.303E+11,洞头区,3.30305E+11,元觉街道,3.30305E+11,330000
23549,河北省,沧州市,1.309E+11,盐山县,1.30925E+11,韩集镇,1.30925E+11,130000
23550,云南省,西双版纳傣族自治州,5.328E+11,勐腊县,5.32823E+11,勐腊镇,5.32823E+11,530000
23551,河南省,信阳市,4.115E+11,潢川县,4.11526E+11,桃林铺镇,4.11526E+11,410000
23552,河北省,石家庄市,1.301E+11,栾城区,1.30111E+11,南高乡,1.30111E+11,130000
23553,新疆维吾尔自治区,昌吉回族自治州,6.523E+11,呼图壁县,6.52323E+11,园户村镇,6.52323E+11,650000
23554,广西壮族自治区,河池市,4.512E+11,凤山县,4.51223E+11,三门海镇,4.51223E+11,450000
23555,内蒙古自治区,呼伦贝尔市,1.507E+11,海拉尔区,1.50702E+11,胜利街道办事处,1.50702E+11,150000
23556,黑龙江省,齐齐哈尔市,2.302E+11,碾子山区,2.30207E+11,繁荣街道办事处,2.30207E+11,230000
23557,贵州省,安顺市,5.204E+11,紫云苗族布依族自治县,5.20425E+11,大营镇,5.20425E+11,520000
23558,山西省,吕梁市,1.411E+11,兴县,1.41123E+11,康宁镇,1.41123E+11,140000
23559,浙江省,宁波市,3.302E+11,江北区,3.30205E+11,慈城镇,3.30205E+11,330000
23560,浙江省,舟山市,3.309E+11,岱山县,3.30921E+11,秀山乡,3.30921E+11,330000
23561,辽宁省,大连市,2.102E+11,瓦房店市,2.10281E+11,祝华办事处,2.10281E+11,210000
23562,北京市,市辖区,1.101E+11,门头沟区,1.10109E+11,斋堂镇,1.10109E+11,110000
23563,河南省,驻马店市,4.117E+11,西平县,4.11721E+11,柏城街道办事处,4.11721E+11,410000
23564,辽宁省,阜新市,2.109E+11,阜新蒙古族自治县,2.10921E+11,哈达户稍镇,2.10921E+11,210000
23565,广东省,深圳市,4.403E+11,坪山区,4.4031E+11,马峦街道办事处,4.4031E+11,440000
23566,天津市,市辖区,1.201E+11,西青区,1.20111E+11,辛口镇,1.20111E+11,120000
23567,重庆市,县,5.002E+11,云阳县,5.00235E+11,双龙镇,5.00235E+11,500000
23568,吉林省,松原市,2.207E+11,前郭尔罗斯蒙古族自治县,2.20721E+11,乌兰塔拉乡,2.20721E+11,220000
23569,湖南省,怀化市,4.312E+11,怀化市洪江管理区,4.31271E+11,沅江路街道,4.31271E+11,430000
23570,新疆维吾尔自治区,阿克苏地区,6.529E+11,新和县,6.52925E+11,塔什艾日克镇,6.52925E+11,650000
23571,贵州省,安顺市,5.204E+11,西秀区,5.20402E+11,东街街道办事处,5.20402E+11,520000
23572,上海市,市辖区,3.101E+11,宝山区,3.10113E+11,罗店镇,3.10113E+11,310000
23573,四川省,眉山市,5.114E+11,洪雅县,5.11423E+11,将军乡,5.11423E+11,510000
23574,河南省,郑州市,4.101E+11,荥阳市,4.10182E+11,刘河镇,4.10182E+11,410000
23575,重庆市,县,5.002E+11,巫溪县,5.00238E+11,宁厂镇,5.00238E+11,500000
23576,甘肃省,兰州市,6.201E+11,榆中县,6.20123E+11,城关镇,6.20123E+11,620000
23577,贵州省,黔东南苗族侗族自治州,5.226E+11,凯里市,5.22601E+11,舟溪镇,5.22601E+11,520000
23578,河北省,承德市,1.308E+11,双滦区,1.30803E+11,陈栅子乡,1.30803E+11,130000
23579,安徽省,合肥市,3.401E+11,蜀山区,3.40104E+11,蜀山新产业园区,3.40104E+11,340000
23580,新疆维吾尔自治区,哈密市,6.505E+11,伊州区,6.50502E+11,乌拉台哈萨克民族乡,6.50502E+11,650000
23581,甘肃省,定西市,6.211E+11,临洮县,6.21124E+11,上营乡,6.21124E+11,620000
23582,山西省,临汾市,1.41E+11,翼城县,1.41022E+11,唐兴镇,1.41022E+11,140000
23583,山西省,晋中市,1.407E+11,祁县,1.40727E+11,东观镇,1.40727E+11,140000
23584,江苏省,淮安市,3.208E+11,淮安区,3.20803E+11,泾口镇,3.20803E+11,320000
23585,广东省,汕头市,4.405E+11,潮阳区,4.40513E+11,关埠镇,4.40513E+11,440000
23586,广东省,东莞市,4.419E+11,nan,nan,厚街镇,4.419E+11,440000
23587,河北省,廊坊市,1.31E+11,文安县,1.31026E+11,赵各庄镇,1.31026E+11,130000
23588,安徽省,阜阳市,3.412E+11,界首市,3.41282E+11,靳寨乡,3.41282E+11,340000
23589,四川省,成都市,5.101E+11,双流区,5.10116E+11,黄甲街道办事处,5.10116E+11,510000
23590,陕西省,商洛市,6.11E+11,商州区,6.11002E+11,黑山镇,6.11002E+11,610000
23591,贵州省,六盘水市,5.202E+11,盘州市,5.20281E+11,盘关镇,5.20281E+11,520000
23592,海南省,省直辖县级行政区划,4.69E+11,乐东黎族自治县,4.69027E+11,尖峰镇,4.69027E+11,460000
23593,吉林省,延边朝鲜族自治州,2.224E+11,珲春市,2.22404E+11,板石镇,2.22404E+11,220000
23594,河南省,郑州市,4.101E+11,金水区,4.10105E+11,龙源路街道办事处,4.10106E+11,410000
23595,江苏省,淮安市,3.208E+11,淮安经济技术开发区,3.20871E+11,广州路办事处,3.20871E+11,320000
23596,新疆维吾尔自治区,自治区直辖县级行政区划,6.59E+11,石河子市,6.59001E+11,向阳街道办事处,6.59001E+11,650000
23597,内蒙古自治区,通辽市,1.505E+11,库伦旗,1.50524E+11,先进苏木,1.50524E+11,150000
23598,安徽省,黄山市,3.41E+11,徽州区,3.41004E+11,潜口镇,3.41004E+11,340000
23599,湖北省,恩施土家族苗族自治州,4.228E+11,鹤峰县,4.22828E+11,走马镇,4.22828E+11,420000
23600,贵州省,黔东南苗族侗族自治州,5.226E+11,剑河县,5.22629E+11,"仰阿莎街道
",5.22629E+11,520000
23601,浙江省,宁波市,3.302E+11,宁海县,3.30226E+11,大佳何镇,3.30226E+11,330000
23602,江西省,抚州市,3.61E+11,东乡区,3.61003E+11,孝岗镇,3.61003E+11,360000
23603,河南省,南阳市,4.113E+11,内乡县,4.11325E+11,岞岖镇,4.11325E+11,410000
23604,浙江省,宁波市,3.302E+11,奉化区,3.30213E+11,岳林街道,3.30213E+11,330000
23605,四川省,广元市,5.108E+11,利州区,5.10802E+11,下西街道办事处,5.10802E+11,510000
23606,四川省,遂宁市,5.109E+11,射洪市,5.10981E+11,伏河乡,5.10922E+11,510000
23607,甘肃省,天水市,6.205E+11,麦积区,6.20503E+11,桥南街道,6.20503E+11,620000
23608,江苏省,南通市,3.206E+11,如东县,3.20623E+11,丰利镇,3.20623E+11,320000
23609,湖北省,十堰市,4.203E+11,竹溪县,4.20324E+11,望府座林场,4.20325E+11,420000
23610,江西省,九江市,3.604E+11,德安县,3.60426E+11,磨溪乡,3.60426E+11,360000
23611,青海省,西宁市,6.301E+11,城东区,6.30102E+11,周家泉社区公共服务中心,6.30102E+11,630000
23612,广东省,广州市,4.401E+11,天河区,4.40106E+11,天园街道,4.40106E+11,440000
23613,重庆市,市辖区,5.001E+11,永川区,5.00118E+11,金龙镇,5.00118E+11,500000
23614,安徽省,滁州市,3.411E+11,定远县,3.41125E+11,连江镇,3.41125E+11,340000
23615,浙江省,丽水市,3.311E+11,缙云县,3.31122E+11,大洋镇,3.31122E+11,330000
23616,江西省,上饶市,3.611E+11,鄱阳县,3.61128E+11,古县渡镇,3.61128E+11,360000
23617,山西省,吕梁市,1.411E+11,兴县,1.41123E+11,恶虎滩乡,1.41123E+11,140000
23618,四川省,凉山彝族自治州,5.134E+11,美姑县,5.13436E+11,候古莫乡,5.13436E+11,510000
23619,陕西省,安康市,6.109E+11,紫阳县,6.10924E+11,向阳镇,6.10924E+11,610000
23620,新疆维吾尔自治区,巴音郭楞蒙古自治州,6.528E+11,库尔勒市,6.52801E+11,哈拉玉宫乡,6.52801E+11,650000
23621,河南省,商丘市,4.114E+11,睢县,4.11422E+11,长岗镇,4.11422E+11,410000
23622,湖北省,襄阳市,4.206E+11,老河口市,4.20682E+11,二房营原种场,4.20683E+11,420000
23623,陕西省,汉中市,6.107E+11,洋县,6.10723E+11,槐树关镇,6.10723E+11,610000
23624,河北省,邯郸市,1.304E+11,临漳县,1.30423E+11,砖寨营乡,1.30423E+11,130000
23625,浙江省,杭州市,3.301E+11,江干区,3.30104E+11,四季青街道,3.30104E+11,330000
23626,湖南省,岳阳市,4.306E+11,华容县,4.30623E+11,新河乡,4.30623E+11,430000
23627,广西壮族自治区,百色市,4.51E+11,那坡县,4.51026E+11,德隆乡,4.51026E+11,450000
23628,黑龙江省,齐齐哈尔市,2.302E+11,克山县,2.30229E+11,北联镇,2.30229E+11,230000
23629,黑龙江省,黑河市,2.311E+11,爱辉区,2.31102E+11,花园街道办事处,2.31102E+11,230000
23630,四川省,绵阳市,5.107E+11,平武县,5.10727E+11,平南羌族乡,5.10727E+11,510000
23631,四川省,雅安市,5.118E+11,汉源县,5.11823E+11,河西乡,5.11823E+11,510000
23632,北京市,市辖区,1.101E+11,丰台区,1.10106E+11,太平桥街道办事处,1.10106E+11,110000
23633,四川省,绵阳市,5.107E+11,三台县,5.10722E+11,芦溪镇,5.10722E+11,510000
23634,陕西省,榆林市,6.108E+11,横山区,6.10803E+11,韩岔镇,6.10803E+11,610000
23635,宁夏回族自治区,银川市,6.401E+11,西夏区,6.40105E+11,西花园街道办事处,6.40105E+11,640000
23636,黑龙江省,绥化市,2.312E+11,北林区,2.31202E+11,连岗乡,2.31202E+11,230000
23637,四川省,绵阳市,5.107E+11,北川羌族自治县,5.10726E+11,青片乡,5.10726E+11,510000
23638,河南省,郑州市,4.101E+11,中原区,4.10102E+11,三官庙街道办事处,4.10102E+11,410000
23639,河南省,洛阳市,4.103E+11,栾川县,4.10324E+11,冷水镇,4.10324E+11,410000
23640,黑龙江省,佳木斯市,2.308E+11,汤原县,2.30828E+11,竹帘镇,2.30828E+11,230000
23641,广东省,韶关市,4.402E+11,乳源瑶族自治县,4.40232E+11,乳阳林业局,4.40232E+11,440000
23642,四川省,雅安市,5.118E+11,雨城区,5.11802E+11,观化乡,5.11802E+11,510000
23643,山东省,济宁市,3.708E+11,鱼台县,3.70827E+11,王鲁镇,3.70827E+11,370000
23644,青海省,玉树藏族自治州,6.327E+11,玉树市,6.32701E+11,哈秀乡,6.32701E+11,630000
23645,内蒙古自治区,通辽市,1.505E+11,霍林郭勒市,1.50581E+11,达来胡硕苏木,1.50581E+11,150000
23646,山东省,青岛市,3.702E+11,平度市,3.70283E+11,崔家集镇,3.70283E+11,370000
23647,山西省,吕梁市,1.411E+11,孝义市,1.41181E+11,崇文街道办事处,1.41181E+11,140000
23648,河北省,邢台市,1.305E+11,桥东区,1.30502E+11,豫让桥街道,1.30502E+11,130000
23649,安徽省,蚌埠市,3.403E+11,固镇县,3.40323E+11,城关镇,3.40323E+11,340000
23650,河南省,南阳市,4.113E+11,西峡县,4.11323E+11,桑坪镇,4.11323E+11,410000
23651,云南省,玉溪市,5.304E+11,元江哈尼族彝族傣族自治县,5.30428E+11,羊街乡,5.30428E+11,530000
23652,贵州省,黔东南苗族侗族自治州,5.226E+11,雷山县,5.22634E+11,大塘镇,5.22634E+11,520000
23653,云南省,昆明市,5.301E+11,东川区,5.30113E+11,汤丹镇,5.30113E+11,530000
23654,黑龙江省,双鸭山市,2.305E+11,宝山区,2.30506E+11,新安街道办事处,2.30506E+11,230000
23655,四川省,德阳市,5.106E+11,中江县,5.10623E+11,玉兴镇,5.10623E+11,510000
23656,湖北省,荆门市,4.208E+11,京山市,4.20882E+11,宋河镇,4.20882E+11,420000
23657,四川省,达州市,5.117E+11,达州经济开发区,5.11771E+11,斌郎乡,5.11771E+11,510000
23658,浙江省,金华市,3.307E+11,磐安县,3.30727E+11,仁川镇,3.30727E+11,330000
23659,湖南省,怀化市,4.312E+11,溆浦县,4.31224E+11,三江镇,4.31224E+11,430000
23660,四川省,乐山市,5.111E+11,峨眉山市,5.11181E+11,川主镇,5.11181E+11,510000
23661,河南省,安阳市,4.105E+11,滑县,4.10526E+11,枣村乡,4.10526E+11,410000
23662,江苏省,扬州市,3.21E+11,江都区,3.21012E+11,仙女镇,3.21012E+11,320000
23663,河南省,周口市,4.116E+11,商水县,4.11623E+11,大武乡,4.11623E+11,410000
23664,河北省,廊坊市,1.31E+11,安次区,1.31002E+11,杨税务乡,1.31002E+11,130000
23665,江苏省,南通市,3.206E+11,海门市,3.20684E+11,常乐镇,3.20684E+11,320000
23666,上海市,市辖区,3.101E+11,浦东新区,3.10115E+11,川沙新镇,3.10115E+11,310000
23667,河北省,唐山市,1.302E+11,迁安市,1.30283E+11,太平庄乡,1.30283E+11,130000
23668,山东省,济宁市,3.708E+11,金乡县,3.70828E+11,卜集镇,3.70828E+11,370000
23669,山东省,青岛市,3.702E+11,平度市,3.70283E+11,云山镇,3.70283E+11,370000
23670,江西省,宜春市,3.609E+11,袁州区,3.60902E+11,新坊镇,3.60902E+11,360000
23671,浙江省,丽水市,3.311E+11,景宁畲族自治县,3.31127E+11,郑坑乡,3.31127E+11,330000
23672,陕西省,商洛市,6.11E+11,镇安县,6.11025E+11,庙沟镇,6.11025E+11,610000
23673,黑龙江省,绥化市,2.312E+11,肇东市,2.31282E+11,五站镇,2.31282E+11,230000
23674,四川省,绵阳市,5.107E+11,盐亭县,5.10723E+11,八角镇,5.10723E+11,510000
23675,贵州省,毕节市,5.205E+11,大方县,5.20521E+11,三元彝族苗族白族乡,5.20521E+11,520000
23676,辽宁省,丹东市,2.106E+11,宽甸满族自治县,2.10624E+11,毛甸子镇,2.10624E+11,210000
23677,西藏自治区,那曲市,5.406E+11,巴青县,5.40628E+11,岗切乡,5.40628E+11,540000
23678,甘肃省,武威市,6.206E+11,古浪县,6.20622E+11,干城乡,6.20622E+11,620000
23679,新疆维吾尔自治区,和田地区,6.532E+11,于田县,6.53226E+11,希吾勒乡,6.53226E+11,650000
23680,陕西省,西安市,6.101E+11,未央区,6.10112E+11,谭家街道办事处,6.10112E+11,610000
23681,河南省,商丘市,4.114E+11,永城市,4.11481E+11,芒山镇,4.11481E+11,410000
23682,河北省,唐山市,1.302E+11,丰南区,1.30207E+11,黄各庄镇,1.30207E+11,130000
23683,广东省,阳江市,4.417E+11,阳西县,4.41721E+11,新圩镇,4.41721E+11,440000
23684,陕西省,榆林市,6.108E+11,米脂县,6.10827E+11,沙家店镇,6.10827E+11,610000
23685,湖南省,怀化市,4.312E+11,洪江市,4.31281E+11,熟坪乡,4.31281E+11,430000
23686,河南省,平顶山市,4.104E+11,卫东区,4.10403E+11,鸿鹰街道办事处,4.10403E+11,410000
23687,福建省,龙岩市,3.508E+11,漳平市,3.50881E+11,西园镇,3.50881E+11,350000
23688,黑龙江省,哈尔滨市,2.301E+11,香坊区,2.3011E+11,红旗街道办事处,2.3011E+11,230000
